NODE,TIMESTAMP,VALUE,SLEEP_TIME_MOISTURE,MOISTURE_NSAMPLE,MOISTURE_NSAMPLE_TIME
3767310,1537706541,586.6850,1000000,200,100000
3767310,1537706601,580.2500,1000000,200,100000
3767310,1537706661,581.3850,1000000,200,100000
3767310,1537706721,582.1100,1000000,200,100000
3767310,1537706781,582.9750,1000000,200,100000
3767310,1537706841,583.2250,1000000,200,100000
3767310,1537706991,569.8400,1000000,200,100000
3767310,1537707021,591.4100,1000000,200,100000
3767310,1537707081,584.1150,1000000,200,100000
3767310,1537707141,584.0350,1000000,200,100000
3767310,1537707201,584.4850,1000000,200,100000
3767310,1537707261,584.9050,1000000,200,100000
3767310,1537707321,586.9000,1000000,200,100000
3767310,1537707381,588.0350,1000000,200,100000
3767310,1537707441,588.6300,1000000,200,100000
3767310,1537707586,572.5150,1000000,200,100000
3767310,1537707621,562.9900,1000000,200,100000
3767310,1537707681,551.6300,1000000,200,100000
3767310,1537707741,583.9050,1000000,200,100000
3767310,1537707801,585.3350,1000000,200,100000
3767310,1537707861,584.9000,1000000,200,100000
3767310,1537707921,588.9300,1000000,200,100000
3767310,1537707981,590.1850,1000000,200,100000
3767310,1537708041,594.8400,1000000,200,100000
3767310,1537708166,576.0950,1000000,200,100000
3767310,1537708221,583.4900,1000000,200,100000
3767310,1537708281,581.4500,1000000,200,100000
3767310,1537708341,580.8200,1000000,200,100000
3767310,1537708401,581.5250,1000000,200,100000
3767310,1537708461,581.7100,1000000,200,100000
3767310,1537708521,552.7450,1000000,200,100000
3767310,1537708581,583.9550,1000000,200,100000
3767310,1537708641,585.6600,1000000,200,100000
3767310,1537708701,583.9900,1000000,200,100000
3767310,1537708785,573.4550,1000000,200,100000
3767310,1537708821,558.9350,1000000,200,100000
3767310,1537708881,588.0150,1000000,200,100000
3767310,1537708941,594.4450,1000000,200,100000
3767310,1537709001,632.1400,1000000,200,100000
3767310,1537709061,666.7100,1000000,200,100000
3767310,1537709121,658.8500,1000000,200,100000
3767310,1537709181,603.1550,1000000,200,100000
3767310,1537709241,602.0150,1000000,200,100000
3767310,1537709434,592.5100,1000000,200,100000
3767310,1537709481,619.2950,1000000,200,100000
3767310,1537709541,583.8250,1000000,200,100000
3767310,1537709601,584.8750,1000000,200,100000
3767310,1537709661,613.6100,1000000,200,100000
3767310,1537709721,632.0200,1000000,200,100000
3767310,1537709781,598.4600,1000000,200,100000
3767310,1537709841,591.6850,1000000,200,100000
3767310,1537709901,591.9050,1000000,200,100000
3767310,1537709984,578.5400,1000000,200,100000
3767310,1537710021,598.8650,1000000,200,100000
3767310,1537710081,601.6200,1000000,200,100000
3767310,1537710141,673.2250,1000000,200,100000
3767310,1537710201,599.4400,1000000,200,100000
3767310,1537710261,653.2850,1000000,200,100000
3767310,1537710321,606.0500,1000000,200,100000
3767310,1537710381,673.7100,1000000,200,100000
3767310,1537710441,673.8850,1000000,200,100000
3767310,1537710583,665.7250,2000000,200,100000
3767310,1537710622,672.3050,2000000,200,100000
3767310,1537710682,680.2300,2000000,200,100000
3767310,1537710742,679.0550,2000000,200,100000
3767310,1537710802,669.7850,2000000,200,100000
3767310,1537710862,607.8350,2000000,200,100000
3767310,1537710922,617.4650,2000000,200,100000
3767310,1537710982,599.0250,2000000,200,100000
3767310,1537711042,599.4200,2000000,200,100000
3767310,1537711185,582.3300,2000000,200,100000
3767310,1537711222,611.0150,2000000,200,100000
3767310,1537711282,605.4400,2000000,200,100000
3767310,1537711342,691.2400,2000000,200,100000
3767310,1537711402,692.3950,2000000,200,100000
3767310,1537711462,660.4850,2000000,200,100000
3767310,1537711522,695.0150,2000000,200,100000
3767310,1537711582,599.0600,2000000,200,100000
3767310,1537711642,597.2700,2000000,200,100000
3767310,1537711769,581.2450,2000000,200,100000
3767310,1537711769,589.7050,2000000,200,100000
3767310,1537711822,599.4500,2000000,200,100000
3767310,1537711882,599.6400,2000000,200,100000
3767310,1537711942,600.2000,2000000,200,100000
3767310,1537712002,600.4250,2000000,200,100000
3767310,1537712062,601.6850,2000000,200,100000
3767310,1537712122,602.6100,2000000,200,100000
3767310,1537712182,605.1600,2000000,200,100000
3767310,1537712242,696.0450,2000000,200,100000
3767310,1537712365,594.4400,2000000,200,100000
3767310,1537712422,694.0450,2000000,200,100000
3767310,1537712482,695.7450,2000000,200,100000
3767310,1537712542,695.6400,2000000,200,100000
3767310,1537712602,697.9100,2000000,200,100000
3767310,1537712662,696.7200,2000000,200,100000
3767310,1537712722,603.4550,2000000,200,100000
3767310,1537712782,596.2400,2000000,200,100000
3767310,1537712842,599.7750,2000000,200,100000
3767310,1537713044,567.2050,2000000,200,100000
3767310,1537713045,579.8050,2000000,200,100000
3767310,1537713082,600.7000,2000000,200,100000
3767310,1537713142,589.5200,2000000,200,100000
3767310,1537713202,588.4850,2000000,200,100000
3767310,1537713262,589.2100,2000000,200,100000
3767310,1537713322,589.6250,2000000,200,100000
3767310,1537713382,590.1650,2000000,200,100000
3767310,1537713442,593.1050,2000000,200,100000
3767310,1537713587,575.3100,2000000,200,100000
3767310,1537713622,598.4400,2000000,200,100000
3767310,1537713682,594.7600,2000000,200,100000
3767310,1537713742,593.0300,2000000,200,100000
3767310,1537713802,590.6500,2000000,200,100000
3767310,1537713862,696.2750,2000000,200,100000
3767310,1537713922,624.4650,2000000,200,100000
3767310,1537713982,593.2900,2000000,200,100000
3767310,1537714042,595.5800,2000000,200,100000
3767310,1537714187,577.7800,2000000,200,100000
