NODE,TIMESTAMP,VALUE,SLEEP_TIME_MOISTURE,MOISTURE_NSAMPLE,MOISTURE_NSAMPLE_TIME
3767310,1537611921,828.0800,1000000,200,100000
3767310,1537611981,760.8100,1000000,200,100000
3767310,1537612041,765.2350,1000000,200,100000
3767310,1537612101,772.4950,1000000,200,100000
3767310,1537612282,732.1550,1000000,200,100000
3767310,1537612341,763.0600,1000000,200,100000
3767310,1537612401,761.8800,1000000,200,100000
3767310,1537612461,762.5300,1000000,200,100000
3767310,1537612521,764.7350,1000000,200,100000
3767310,1537612581,767.0600,1000000,200,100000
3767310,1537612641,770.0100,1000000,200,100000
3767310,1537613062,730.8900,1000000,200,100000
3767310,1537613121,765.7950,1000000,200,100000
3767310,1537613181,765.3300,1000000,200,100000
3767310,1537613241,766.7400,1000000,200,100000
3767310,1537613483,733.8200,1000000,200,100000
3767310,1537613541,766.8800,1000000,200,100000
3767310,1537613601,767.4750,1000000,200,100000
3767310,1537613661,767.9250,1000000,200,100000
3767310,1537613721,768.7300,1000000,200,100000
3767310,1537613781,769.3650,1000000,200,100000
3767310,1537613841,769.6350,1000000,200,100000
3767310,1537613901,770.4500,1000000,200,100000
3767310,1537614109,737.6550,1000000,200,100000
3767310,1537614141,773.1700,1000000,200,100000
3767310,1537614201,772.7650,1000000,200,100000
3767310,1537614261,771.3850,1000000,200,100000
3767310,1537614321,770.8450,1000000,200,100000
3767310,1537614381,781.0500,1000000,200,100000
3767310,1537614441,780.4450,1000000,200,100000
3767310,1537614597,794.1850,1000000,200,100000
3767310,1537614621,794.6400,1000000,200,100000
3767310,1537614681,765.4250,1000000,200,100000
3767310,1537614741,760.6300,1000000,200,100000
3767310,1537614801,761.7550,1000000,200,100000
3767310,1537614861,760.5300,1000000,200,100000
3767310,1537614921,759.4400,1000000,200,100000
3767310,1537614981,761.5050,1000000,200,100000
3767310,1537615041,759.8850,1000000,200,100000
3767310,1537615101,760.9350,1000000,200,100000
3767310,1537615221,725.6100,1000000,200,100000
3767310,1537615281,757.8600,1000000,200,100000
3767310,1537615341,722.3250,1000000,200,100000
3767310,1537615401,757.9950,1000000,200,100000
3767310,1537615461,758.8350,1000000,200,100000
3767310,1537615522,764.0600,2000000,200,100000
3767310,1537615582,763.1200,2000000,200,100000
3767310,1537615642,763.7900,2000000,200,100000
3767310,1537615702,763.7200,2000000,200,100000
3767310,1537615840,738.9200,2000000,200,100000
3767310,1537615882,768.2150,2000000,200,100000
3767310,1537615942,765.7200,2000000,200,100000
3767310,1537616002,764.3850,2000000,200,100000
3767310,1537616062,765.1650,2000000,200,100000
3767310,1537616122,764.7300,2000000,200,100000
3767310,1537616182,764.4900,2000000,200,100000
3767310,1537616242,764.8950,2000000,200,100000
3767310,1537616682,730.9650,2000000,200,100000
3767310,1537616722,759.8250,2000000,200,100000
3767310,1537616782,759.7750,2000000,200,100000
3767310,1537616842,725.0650,2000000,200,100000
3767310,1537617144,730.6450,2000000,200,100000
3767310,1537617210,730.3400,2000000,200,100000
3767310,1537617262,730.8900,2000000,200,100000
3767310,1537617322,768.4900,2000000,200,100000
3767310,1537617382,772.6150,2000000,200,100000
3767310,1537617442,774.1150,2000000,200,100000
3767310,1537617634,730.7100,2000000,200,100000
3767310,1537617682,760.5500,2000000,200,100000
3767310,1537617742,760.6250,2000000,200,100000
3767310,1537617802,761.7850,2000000,200,100000
3767310,1537617862,762.4750,2000000,200,100000
3767310,1537617922,764.0300,2000000,200,100000
3767310,1537617982,763.2800,2000000,200,100000
3767310,1537618042,763.9300,2000000,200,100000
3767310,1537618170,761.3050,2000000,200,100000
3767310,1537618222,759.4200,2000000,200,100000
3767310,1537618282,760.2100,2000000,200,100000
3767310,1537618342,761.2700,2000000,200,100000
3767310,1537618402,758.2950,2000000,200,100000
3767310,1537618462,764.7250,2000000,200,100000
3767310,1537618522,764.6800,2000000,200,100000
3767310,1537618582,765.1300,2000000,200,100000
3767310,1537618642,765.6300,2000000,200,100000
3767310,1537618764,734.4400,2000000,200,100000
3767310,1537618822,766.1550,2000000,200,100000
3767310,1537618882,766.9500,2000000,200,100000
3767310,1537618942,765.8800,2000000,200,100000
3767310,1537619002,766.0150,2000000,200,100000
3767310,1537619062,766.4600,2000000,200,100000
3767310,1537619124,770.4200,4000000,200,100000
