TIMESTAMP,MUX0,MUX1,MUX2,MUX3,MUX4,MUX5,MUX6,MUX7
1572783928,754,795,788,789,16,15,14,14
1572783929,763,796,789,788,15,15,14,14
1572783931,754,788,785,786,12,13,12,12
1572783932,753,789,787,789,13,13,14,14
1572783933,762,796,789,788,14,14,14,14
1572783934,761,797,789,787,14,12,12,13
1572783935,752,794,784,788,13,13,13,14
1572783936,758,792,786,785,14,12,13,14
1572783937,759,795,790,788,13,14,15,15
1572783938,754,788,793,789,15,14,14,13
1572783939,754,788,787,788,13,13,14,14
1572783940,763,792,790,788,15,15,15,15
1572783941,754,797,787,788,14,15,14,14
1572783942,761,797,788,787,13,12,12,13
1572783943,763,795,793,788,13,14,14,14
1572783945,762,792,789,787,15,14,14,14
1572783946,761,797,787,788,15,14,14,14
1572783947,761,792,788,788,14,14,12,14
1572783948,763,789,786,789,14,13,13,12
1572783949,756,788,787,788,15,15,14,15
1572783950,757,797,787,787,14,14,13,12
1572783951,760,787,787,787,13,12,14,13
1572783952,757,789,788,788,12,13,13,14
1572783953,763,798,786,790,16,14,14,13
1572783954,763,790,789,788,13,12,13,13
1572783955,753,788,793,789,14,15,14,15
1572783956,759,797,788,789,15,15,14,14
1572783960,752,789,789,788,13,12,12,13
1572783962,753,789,790,787,14,12,13,13
1572783963,751,794,787,788,13,13,14,14
1572783964,762,795,790,790,12,14,14,15
1572783965,758,794,792,788,12,12,13,13
1572783966,759,788,787,787,12,14,14,14
1572783967,762,793,786,788,12,13,13,14
1572783968,752,795,792,788,15,14,15,14
1572783969,756,796,789,788,12,13,12,13
1572783970,765,796,787,785,13,13,13,14
1572783973,759,792,786,787,13,13,14,14
1572783977,759,797,792,788,16,14,14,14
1572783978,759,799,785,789,13,13,13,13
1572783979,764,794,788,786,13,13,13,15
1572783980,752,790,785,788,15,14,14,15
1572783981,763,794,787,788,15,14,14,14
1572783982,752,789,790,788,15,15,14,13
1572783983,753,797,790,788,13,14,14,14
1572783984,758,796,786,790,14,14,14,14
1572783986,758,795,785,787,15,14,14,16
1572783988,754,797,789,788,13,14,14,14
1572783992,760,789,788,787,13,12,13,13
1572783993,763,790,789,787,13,13,13,14
1572783994,769,793,785,785,13,13,13,14
1572783995,766,800,790,787,14,15,14,15
1572783996,758,793,785,787,14,13,13,13
1572783997,757,794,790,788,13,14,14,14
1572783999,752,793,788,788,14,15,14,14
1572784000,752,793,793,789,14,16,14,14
1572784001,758,793,784,788,13,12,13,14
1572784002,757,794,789,787,14,14,12,13
1572784003,756,795,788,789,13,13,13,14
1572784004,756,793,785,790,15,13,13,13
1572784005,752,797,786,787,13,12,12,13
1572784006,760,793,792,789,12,14,14,14
1572784007,752,797,789,787,13,14,16,16
1572784008,757,796,793,788,15,14,14,13
1572784009,754,797,787,788,13,12,13,13
1572784010,761,793,790,787,13,14,13,13
1572784011,761,795,785,788,13,13,13,13
1572784013,758,795,785,789,12,13,13,14
1572784014,753,790,786,788,15,15,14,14
1572784015,753,788,786,788,12,13,12,13
1572784016,752,794,793,789,12,13,13,14
1572784017,758,796,786,787,15,15,15,14
1572784018,752,797,790,789,14,13,14,12
