NODE,TIMESTAMP,VALUE,SLEEP_TIME_MOISTURE,MOISTURE_NSAMPLE,MOISTURE_NSAMPLE_TIME
3767310,1538004441,465.8200,1000000,200,100000
3767310,1538004635,427.3550,1000000,200,100000
3767310,1538004681,448.0450,1000000,200,100000
3767310,1538004741,442.3800,1000000,200,100000
3767310,1538004801,579.4550,1000000,200,100000
3767310,1538004861,441.0050,1000000,200,100000
3767310,1538004921,441.2250,1000000,200,100000
3767310,1538004981,441.8000,1000000,200,100000
3767310,1538005041,445.4350,1000000,200,100000
3767310,1538005299,394.5400,1000000,200,100000
3767310,1538005341,434.7850,1000000,200,100000
3767310,1538005401,434.5200,1000000,200,100000
3767310,1538005461,437.7950,1000000,200,100000
3767310,1538005521,431.9750,1000000,200,100000
3767310,1538005581,435.2150,1000000,200,100000
3767310,1538005641,413.3450,1000000,200,100000
3767310,1538005896,566.2550,1000000,200,100000
3767310,1538005941,593.7550,1000000,200,100000
3767310,1538006001,445.6750,1000000,200,100000
3767310,1538006061,446.0200,1000000,200,100000
3767310,1538006121,591.8100,1000000,200,100000
3767310,1538006181,577.3200,1000000,200,100000
3767310,1538006241,438.1300,1000000,200,100000
3767310,1538006435,408.2050,1000000,200,100000
3767310,1538006481,444.4600,1000000,200,100000
3767310,1538006541,581.5700,1000000,200,100000
3767310,1538006601,590.9350,1000000,200,100000
3767310,1538006661,435.6000,1000000,200,100000
3767310,1538006721,438.3200,1000000,200,100000
3767310,1538006781,437.1250,1000000,200,100000
3767310,1538006841,435.6600,1000000,200,100000
3767310,1538006901,437.0200,1000000,200,100000
3767310,1538006966,402.5800,1000000,200,100000
3767310,1538007021,435.3100,1000000,200,100000
3767310,1538007081,443.8300,1000000,200,100000
3767310,1538007141,431.4200,1000000,200,100000
3767310,1538007201,433.8050,1000000,200,100000
3767310,1538007261,424.9100,1000000,200,100000
3767310,1538007321,432.2900,1000000,200,100000
3767310,1538007381,423.7050,1000000,200,100000
3767310,1538007441,420.2850,1000000,200,100000
3767310,1538007702,402.0250,1000000,200,100000
3767310,1538007741,442.7800,1000000,200,100000
3767310,1538007801,438.9250,1000000,200,100000
3767310,1538007861,442.8200,1000000,200,100000
3767310,1538007921,445.8850,1000000,200,100000
3767310,1538007981,444.7150,1000000,200,100000
3767310,1538008041,448.2050,1000000,200,100000
3767310,1538008238,424.3000,1000000,200,100000
3767310,1538008281,468.0550,1000000,200,100000
3767310,1538008341,537.4850,1000000,200,100000
3767310,1538008401,453.9350,1000000,200,100000
3767310,1538008461,458.7900,1000000,200,100000
3767310,1538008521,453.3050,1000000,200,100000
3767310,1538008581,464.7100,1000000,200,100000
3767310,1538008641,423.1750,1000000,200,100000
3767310,1538008766,397.5900,1000000,200,100000
3767310,1538008821,429.1700,1000000,200,100000
3767310,1538008881,434.0800,1000000,200,100000
3767310,1538008941,427.6500,1000000,200,100000
3767310,1538009001,431.8900,1000000,200,100000
3767310,1538009062,434.7200,2000000,200,100000
3767310,1538009122,433.3050,2000000,200,100000
3767310,1538009182,429.7600,2000000,200,100000
3767310,1538009242,433.6250,2000000,200,100000
3767310,1538009557,395.1450,2000000,200,100000
